apple_id,PLANTID,usda_ploidy,het,ploidy
687,S10-17-58,NA,0.3614627951935105,2x
688,S16-06-84,NA,0.36653273189037566,2x
690,S10-16-14,NA,0.3736969788863197,2x
695,Ottawa 533,NA,0.6796368598612638,3x
698,S19-17-31,NA,0.3332891095864448,2x
700,S16-15-106,NA,0.38235851559834727,2x
702,Holland,2x,0.3313843296311739,2x
703,Hardy Cumberland,NA,0.3514745460748266,2x
704,Joan,NA,0.35463970281642093,2x
705,King Harry,NA,0.3458454948637277,2x
706,King Cole,NA,0.37762973352033663,2x
707,Krapchatoe,NA,0.34796823471437777,2x
708,Jonathan,NA,0.37838785489556875,2x
709,Hibernal,NA,0.40640991622758804,2x
710,Heimenhofer,NA,0.39348394677987947,2x
711,Leyda,NA,0.35410901785375837,2x
712,Hawkeye,NA,0.3735264015768925,2x
713,Laxton's Fortune,NA,0.3335165459990144,2x
714,Gewurzluiken,2x,0.37503316781016643,2x
715,Ellison's Orange,NA,0.3577953830408248,2x
716,Inducoa No. II,NA,0.3621071983624578,2x
717,Garrison,NA,0.35706569121716386,2x
718,Jan Steen,NA,0.3528960236533869,2x
719,Lindel,NA,0.36144384215912967,2x
720,Korallo,NA,0.31392858496645315,2x
722,Golden Winesap,NA,0.3476555096470945,2x
723,Frequin Audievre,NA,0.3489443159849892,2x
724,Frostproof,NA,0.32568894279974225,2x
725,Jonagram,NA,0.35740684583601834,2x
726,Lombart's Calville,2x,0.38701148553883474,2x
727,Lord Lambourne,NA,0.3532845608581934,2x
728,Graue Renette Von Zabergau,NA,0.49080777832530986,3x
729,Kendall,NA,0.35389105795837916,2x
730,Gold Canel,NA,0.3137295781054547,2x
731,Launette,2x,0.4647663090860847,3x
732,Jubillee,2x,0.3608183920245631,2x
733,Golden Harvey,2x,0.35314241310033734,2x
737,Greendale,NA,0.38295553618134265,2x
738,Hubbards Pearmain,2x,0.4023160608013343,2x
739,Honeygold,NA,0.3484989196770403,2x
740,Grenadier,NA,0.3309673628747963,2x
741,Ellis Bitter,2x,0.31551116333725027,2x
742,Golden Reinette,NA,0.35704673818278304,2x
743,Liaofu,NA,0.3409556119934802,2x
744,Jamba,NA,0.37563966491035217,2x
745,Gruzhovka of Moscow,NA,0.34144839088738105,2x
746,Gladstone,NA,0.3484041545051363,2x
749,Kandil Kitaika,NA,0.25967552405140065,2x
751,Krievu Rosmarins,NA,0.34401652704598007,2x
752,Hua Guan,NA,0.34052916871991207,2x
753,Kestrel,NA,0.36711079943899017,2x
754,Korei,NA,0.34848944315984987,2x
755,Karmijn,3x,0.4473863765588871,3x
756,Erickson,NA,0.3419695993328532,2x
757,Frogmore,NA,0.3345684394071491,2x
759,Halberstadter Jungfernapfel,NA,0.36304537356430766,2x
760,King,4x,0.4540578446609302,3x
761,Gros Frequin,3x,0.46809256661991583,3x
762,Le Bret,2x,0.3401311549979152,2x
763,Grosse Mouche,2x,0.5357075167734354,3x
764,Feys Record,NA,0.3346347750274819,2x
765,Hudson's Golden Gem,NA,0.3566108183920246,2x
766,Guldborg,NA,0.439065994465714,3x
767,Livadiyskoye,NA,0.3472101133391456,2x
768,Frequin,2x,0.35778590652363446,2x
769,Galicia,NA,0.33887077821159167,2x
770,Golden Russet,2x,0.3572078389750199,2x
771,Frumos de Voinesta,NA,0.34388385580531444,2x
772,Kitaika Zolotaia Ranniaia,NA,0.2894412645464539,2x
773,Korobovka,NA,0.31739699025814033,2x
774,Lakeland,NA,0.36266631287669154,2x
775,Karastojanka,NA,0.3094556688525833,2x
776,Fillbarrel,2x,0.3573405102156855,2x
777,Field Spy,NA,0.3411261893029074,2x
778,Idajon,NA,0.37126151396838636,2x
779,Jefferis,2x,0.3413157196467154,2x
780,Goodland,NA,0.35399529964747356,2x
781,Holaart Doux,2x,0.34713430120162236,2x
782,Harcourt,2x,0.34661309275615027,2x
783,Gallia Beauty,NA,0.36746143057503505,2x
785,Isle of Wight Pippin,2x,0.33218983359235815,2x
786,Geoagiu 21,NA,0.34185588112656834,2x
787,Kanorkowa,NA,0.3628842727720708,2x
788,Fallawater,NA,0.4491869148250635,3x
789,Lande,2x,0.34523899776354194,2x
790,Lemoen,NA,0.46674690117887874,3x
791,Hotle Rome,2x,0.3703233387665365,2x
793,Kandil Sinap,NA,0.2611728137674842,2x
794,Frequin Tardive de la Sarthe,2x,0.3471153481672416,2x
795,Fireside,2x,0.3397047117243471,2x
796,Goldjon,NA,0.3619650506046018,2x
797,Gales,NA,0.3429267275690838,2x
798,Hall Keeper,NA,0.3220594367158182,2x
799,Gibbs Golden Gage,NA,0.34002691330882073,2x
800,Merton 778,NA,0.3371555286001289,2x
801,Liestnaya Antonoffku,2x,0.3180319169098973,2x
802,Hendrick Sweet,NA,0.34665099882491185,2x
803,Griffith,NA,0.366305295477806,2x
804,Loop Giant Spy,NA,0.3549145218149426,2x
806,Honey Ball,NA,0.352308479587582,2x
807,Kingjon,2x,0.3881865736704446,2x
808,Jonalicious,NA,0.3422538948485653,2x
809,Kitanosachi,NA,0.3324551760736894,2x
810,Glenorchie,NA,0.3845096850005686,2x
811,Litevsky Jadernac,2x,0.37475834881164477,2x
813,King David,2x,0.3541848299912816,2x
814,La Paix,2x,0.3567719191842614,2x
816,Jonared,NA,0.37045601000720213,2x
817,Kile,NA,0.3550377165384178,2x
818,Huidobro,NA,0.3099863538152458,2x
820,Keuleman,NA,0.3746541071225503,2x
821,Ingram,NA,0.34784503999090255,2x
822,Hermann,NA,0.34282248587998937,2x
823,Ivan,NA,0.3082616276865926,2x
825,Garland,NA,0.3693662105303059,2x
826,Goldsmith,NA,0.3521189492437739,2x
827,Ermak,NA,0.31446874644630607,2x
828,Lord Seedling,NA,0.36096053978241915,2x
829,Keegan's Crab,NA,0.31570069368105835,2x
830,Golden Noble,NA,0.4389048936734771,3x
831,Jewett Red,2x,0.3216803760282021,2x
832,Flower of Kent,NA,0.43515219286607787,3x
833,Hoover,NA,0.3241727000492779,2x
834,June Wealthy,NA,0.33786626738940906,2x
836,Holstein,3x,0.46079564838330617,3x
837,Granite Beauty,2x,0.36770782002198554,2x
838,Herma,NA,0.4634585497138092,3x
840,Ernst Bosch,NA,0.36006027064933094,2x
841,Kinsei,NA,0.3580417724877753,2x
843,Erwin Bauer,NA,0.4506462984723854,3x
844,Eickhoff,NA,0.36438156248815434,2x
845,Howgate Wonder,NA,0.4015958454948637,2x
848,Jakob Fischer,3x,0.46621621621621623,3x
849,Lamb Abbey Pearmain-A,NA,0.3606193851635647,2x
850,Huvitus,NA,0.3285698040256245,2x
851,Johannes Bottner,NA,0.4839941624654107,3x
852,Ikorocavka Alaja,NA,0.33672908532656076,2x
853,Komlensk,NA,0.2941605701072742,2x
854,Golden Precoce,NA,0.3562601872559797,2x
855,Euzia,NA,0.4599238088017892,3x
856,Gloria Mundi,NA,0.34569387058868123,2x
857,Heiya,2x,0.358553504416057,2x
858,Elektra,2x,0.36474167014138964,2x
859,Egri Piros,NA,0.3485652552973731,2x
860,Elisa Ratkee,2x,0.39152230772146623,2x
861,Lemon Pippin,NA,0.3501667867025511,2x
862,Hubbardston Nonsuch,NA,0.3788522042378985,2x
863,Golden Nugget,NA,0.365243925552481,2x
864,Jewel,NA,0.35878094082862666,2x
866,Longfield,NA,0.35829763845191615,2x
867,Iunost,NA,0.29937265456199535,2x
868,Linda,NA,0.41522307721466206,2x
869,Foxwhelp,2x,0.4982373678025852,3x
870,Langworthy,2x,0.353180319169099,2x
871,Honora,NA,0.38684090822940753,2x
872,Frequin Lacaille,2x,0.3079204730677381,2x
873,King of the Pippins,NA,0.38249118683901295,2x
874,Kemp,NA,0.4061919563322088,2x
875,Greenchisel,NA,0.5088700200902164,3x
876,Lane's Prince Albert,NA,0.3763409271824419,2x
877,Eurika,NA,0.5630377923505553,3x
878,Heyer #2,NA,0.3499393502899814,2x
879,Gallen,NA,0.42496493688639553,2x
880,Late Strawberry,NA,0.2907205943671582,2x
881,Julyred,NA,0.3602308479587582,2x
882,Katja,NA,0.3381884689738827,2x
885,Jones Favorite,NA,0.32696827262044653,2x
888,Lobo,2x,0.3602592775103294,2x
889,Isayev's Desertnyi,NA,0.3360467760888518,2x
890,Grise Dieppoise,NA,0.34648042151548464,2x
891,Khashabi,NA,0.23559569387058868,2x
892,Kerry Pippin,NA,0.38649975361055305,2x
893,Kardinal Bea,NA,0.35181570069368107,2x
894,John Standish,NA,0.36647587278723326,2x
895,Kidd's Orange Red,NA,0.4014252681854365,2x
896,Gilliflower,NA,0.3483378188848035,2x
897,Kamsomolez,NA,0.36189871498426895,2x
898,Exeter Cross,NA,0.3334028277927296,2x
899,Kosmonaut,NA,0.34879269170994276,2x
900,George Cave,2x,0.3689113377051666,2x
901,Geeveston Fanny,NA,0.38169515939501913,2x
902,Freiherr Von Berlepsch,2x,0.3470963951328608,2x
903,Golden Uralian,NA,0.2991073120806641,2x
904,Jouveaux,2x,0.3368617565672264,2x
905,Geneva Ontario,4x,0.34873583260680036,2x
906,Kaiser Wilhelm,NA,0.5053447556953868,3x
907,Imperial Stayman,NA,0.3494181418445093,2x
908,Feuillard,2x,0.3473522610970016,2x
909,King Edward VII,NA,0.3570941207687351,2x
910,Jaune lu Desert,NA,0.482705356127516,3x
911,Harry Masters Jersey,2x,0.3271767559986354,2x
912,Fenouillet Gris,3x,0.4670975323149236,3x
913,Loyalist,NA,0.3439122853568856,2x
914,Primrouge,NA,0.3477502748189985,2x
915,Lyons,NA,0.37591448390887383,2x
916,Morden 363,NA,0.36177552026079374,2x
917,Rosu de Cluj,NA,0.4286607785906524,3x
918,Luke,NA,0.343921761874076,2x
919,Rouge Belle de Boskoop,3x,0.4744513096546757,3x
920,Ottawa 274,NA,0.382822864940677,2x
921,Red Belflower,NA,0.3444998294226906,2x
922,Lyman Prolific,2x,0.3181266820818013,2x
923,Richland Crab,NA,0.36086577461051517,2x
924,Oliver or Senator,2x,0.3421970357454228,2x
925,Nehou,3x,0.44264811796368597,3x
926,Oswego,NA,0.35522724688222584,2x
927,Pup's Jeannette,2x,0.3427845798112278,2x
928,Marquesa,NA,0.3169136878814298,2x
929,Montgomery,NA,0.3224858799893863,2x
930,Renown,NA,0.32929001933209506,2x
931,Orei,NA,0.3156154050263447,2x
932,Paulista,2x,0.3189037564914143,2x
933,Northwood,2x,0.3553883476744627,2x
934,Ottawa 292,NA,0.36084682157613435,2x
935,Red Baron,NA,0.39135173041203897,2x
936,Ranger,NA,0.3676320078844623,2x
937,Ohio Nonpareil,2x,0.3879401842234942,2x
938,Red Paducah,NA,0.3698589894242068,2x
939,Merton Delight,NA,0.4366494825821614,3x
940,Oriole,NA,0.3394298927258254,2x
941,Reinette do Chenee,2x,0.4802035555892498,3x
942,Mucina,NA,0.351531405177969,2x
943,Red Canada,NA,0.3532371782722414,2x
944,Quinte,NA,0.341211477957621,2x
945,Pomme Thoury,2x,0.3476176035783329,2x
946,Middleton Fameuse,NA,0.3666654031310413,2x
947,Paraquet,NA,0.3085459232023047,2x
948,Mantuanskoye,NA,0.3805390242977901,2x
949,Malinda,NA,0.35400477616466397,2x
950,Reta,2x,0.36261893029073955,2x
952,Novinka,NA,0.3611121640574656,2x
953,Patul,NA,0.3364637428452295,2x
954,Quebec Belle,NA,0.3607141503354687,2x
956,Repinaldo do Liebana,2x,0.3504036996323111,2x
958,Minister von Hammerstein,NA,0.3636044880785414,2x
959,Qing Guan,NA,0.3629032258064516,2x
960,Princesa,NA,0.30955043402448734,2x
962,Mleevskaya Crasavitsa,NA,0.40050604601796747,2x
964,Miron Sacharanij,3x,0.43784352374815205,3x
965,Paradiso,NA,0.48230734240551915,3x
966,Mislimka,NA,0.3408987528903377,2x
967,Norland,NA,0.3420075054016148,2x
968,Regent,NA,0.3902619309351427,2x
969,Pfirsichroter Sommerapfel,NA,0.37004851976801484,2x
970,Ottawa 546,NA,0.33104317501231945,2x
971,Niagara,NA,0.3332132974489216,2x
972,Pomme Raisin,2x,0.3545070315757553,2x
973,Oekonomierat Echter-meyer,NA,0.25445396307948903,2x
975,Redwell,NA,0.386168075508889,2x
976,Primus,NA,0.37201015882642813,2x
977,Manitoba Spy,NA,0.3380747507675979,2x
978,Red Sauce,NA,0.35221371441567795,2x
979,Peau d'Ane,NA,0.3146488002729237,2x
980,Mitschurins Samenloser,NA,0.33839695235207157,2x
981,Prairie Spy,NA,0.3707403055229142,2x
982,Reid's Seedling,NA,0.3475133618892385,2x
983,Pigeonnet,2x,0.35351199727076305,2x
984,Ottawa 271,NA,0.34890640991622757,2x
985,Potter,2x,0.3396004700352526,2x
986,Minnehaha,NA,0.37291042795951634,2x
987,Red Spy,NA,0.34884007429589475,2x
988,Reveles Bumbierabols,NA,0.3722755013077594,2x
989,Roxbury Russet,3x,0.5003222015844737,3x
990,Muscadet de Dieppe,2x,0.3372597702892233,2x
991,Porter,NA,0.3711383192449111,2x
994,Nittany,NA,0.33128956445926994,2x
995,Mantet,NA,0.36089420416208634,2x
996,Rokewood,NA,0.3556252606042227,2x
997,Renet Bergamotnyj,NA,0.33325120351768317,2x
998,Primate,NA,0.41025738220689134,2x
999,Muz-alma,NA,0.47691520412418026,3x
1000,Paradis do Vayre,NA,0.35745422842197033,2x
1001,Maharaji,NA,0.33784731435502824,2x
1002,Odin,NA,0.365480838482241,2x
1003,Potomac,NA,0.38814866760168304,2x
1004,Lurared,NA,0.3645237102460104,2x
1007,Maunzenapfel,NA,0.3748246844319776,2x
1008,Oxbo,NA,0.36882604905045296,2x
1009,Pixie,NA,0.33568666843561656,2x
1010,Metais,2x,0.3533319434441454,2x
1011,Reinette Grise,2x,0.3373640119783177,2x
1012,Murasaki,2x,0.3618797619498882,2x
1013,Old Pearmain,2x,0.355018763504037,2x
1014,Paide's Winter Apple,NA,0.3203062810355938,2x
1015,Orleans,NA,0.3703138622493461,2x
1016,Monmouth Beauty,NA,0.46017967476593,3x
1017,Maiden Blush,NA,0.3315928130093628,2x
1018,Redstreak,2x,0.3515977407983018,2x
1019,Red Dijmanszoet,NA,0.3307209734278458,2x
1021,Messire Jacques,NA,0.3380557977332171,2x
1022,March #1,3x,0.4592699291156514,3x
1023,Merton Beauty,NA,0.3158902240248664,2x
1024,Pederstrup,NA,0.37306205223456274,2x
1025,Pomme Cloche,2x,0.35398582313028315,2x
1026,Noel Deschamps,2x,0.36866494825821616,2x
1029,Norfolk Royal,NA,0.31485728365111254,2x
1030,Lorna Doone,NA,0.3107065691217164,2x
1031,Malt Bagaevskii,NA,0.318591031424131,2x
1032,Nanny,NA,0.5222887684318259,3x
1033,Marachal,NA,0.40942344869413594,2x
1034,Nitschners Erdbeerapfel,NA,0.3541279708881392,2x
1035,Nubeena,NA,0.3866324248512187,2x
1036,Purpurroter Cousinot,NA,0.3766062696637732,2x
1037,Redgold,NA,0.32739471589401464,2x
1039,Maunerbe,2x,0.3636613471816838,2x
1041,Marin Onfroy,2x,0.38713468026231,2x
1042,Roter Eiserapfel,NA,0.49548917781736856,3x
1043,Lubec #1,NA,0.36687388650923014,2x
1044,Milton,NA,0.3594442970319548,2x
1046,Pommier Llorca,2x,0.3190079981805087,2x
1047,No Blow,NA,0.3523179561047724,2x
1048,Red Cox's Pomona,NA,0.38257647549372653,2x
1049,Magnolia Gold,NA,0.3651302073461961,2x
1050,Notaire,3x,0.5085193889541716,3x
1051,Paragon,3x,0.4942856601341875,3x
1052,Pott's Seedling,NA,0.3586293165535802,2x
1053,Major,NA,0.32781168265039234,2x
1054,Mannington Pearmain,NA,0.3894279974223873,2x
1055,Red Joaneting,NA,0.3327963306925439,2x
1056,Renetta Dorata,2x,0.34486941359311624,2x
1057,Malabols,NA,0.33316591486296954,2x
1058,Peck Pleasant,NA,0.32569841931693266,2x
1059,Rougemont,NA,0.4482771691747849,3x
1060,Martha,NA,0.3232345248474281,2x
1061,Norhey,NA,0.29194306508472007,2x
1062,Rossoshanskoje Polosatoje,NA,0.35020469277131266,2x
1063,Reinette Thouin,2x,0.34842310753951705,2x
1064,Oetwiler Renette,NA,0.34576020620901404,2x
1065,Pewaukee,2x,0.4625298510291498,3x
1066,Mingan,NA,0.3620124331905538,2x
1067,Ortley,NA,0.3455138167620636,2x
1068,Red Ralls,2x,0.5069557636177552,3x
1069,McClintock Grimes,4x,0.35173041203896743,2x
1070,Nanot,2x,0.349692960843031,2x
1071,Red Cinnamon,2x,0.3841021947613813,2x
1072,Reine des Pommes,2x,0.3177950039801372,2x
1073,Nugget,NA,0.33401880141010576,2x
1074,Peau de Vache,3x,0.48467647170311967,3x
1075,Rambourg d'Automme,NA,0.31881846783670065,2x
1077,Puregold,NA,0.34294568060346464,2x
1078,Mottais,2x,0.3259637617982639,2x
1079,Northern Lights,NA,0.32317766574428564,2x
1080,Mill End,NA,0.33701338084227284,2x
1081,Pumpkin Sweet,NA,0.360155035821235,2x
1082,Paulared,NA,0.3645331867632008,2x
1083,Reinette d' Anjou,3x,0.551343770137599,3x
1084,Paides Ziemas Abols,NA,0.3367954209468936,2x
1085,Medina,NA,0.3793449831317994,2x
1086,Pomme Grise,2x,0.3642299382131079,2x
1087,Peypring Cerueuko,NA,0.33353549903339524,2x
1088,Quindell,NA,0.3766441757325348,2x
1089,Ogden,NA,0.36526287858686174,2x
1090,Reneta Woskowa,NA,0.44549107312080666,3x
1093,Mio,NA,0.35997498199461736,2x
1094,Lovell,NA,0.3928111140593609,2x
1095,Mr. Prothero,NA,0.4833971418824154,3x
1096,Redhook,NA,0.48975588491717525,3x
1097,Oratia Beauty,NA,0.4526647966339411,3x
1098,Mariborka,NA,0.3389371138319245,2x
1099,Pervenec Samarkanda,NA,0.34129676661233466,2x
1100,Red Australian Rome Beauty,2x,0.37473939577726395,2x
1101,Reineta do Caravia,2x,0.38866987604715514,2x
1102,Malling Kent,NA,0.34215912967666123,2x
1103,Melba,NA,0.37301466964861074,2x
1104,Rose de Benauge,NA,0.3511333914559721,2x
1105,Reinette Jaeghers,3x,0.42118380652742504,2x
1106,Red Spitzenburg,NA,0.37969561426784426,2x
1107,Potter Cox,NA,0.31930177021341116,2x
1108,Nico,NA,0.36097001629960956,2x
1109,Mother,NA,0.36186080891550737,2x
1110,Red Canel,NA,0.46989310488609226,3x
1111,Red Astrachan,NA,0.3466983814108639,2x
1112,Obilnoye,NA,0.3576437587657784,2x
1113,Ottawa 4,NA,0.31179636859861265,2x
1114,Oldenburg,NA,0.35173041203896743,2x
1115,Narjadnoye Crysmskoye,NA,0.34140100830142905,2x
1116,Lowry,NA,0.37092983586672224,2x
1118,Norda,NA,0.3367954209468936,2x
1119,Quastresse,NA,0.36486486486486486,2x
1120,Michaelmas Red,NA,0.4941435123763315,3x
1121,Manche Rouge,2x,0.3685512300519313,2x
1122,Melon,NA,0.3340851370304386,2x
1123,Maude,NA,0.3866987604715515,2x
1124,Red Dougherty,2x,0.348044046851901,2x
1125,Reinette van Ekenstein,3x,0.43886698760471554,3x
1126,Rambour Franc,NA,0.366494825821614,2x
1127,Ruhm aus Kirchwarder,2x,0.3685417535347409,2x
1129,Smordodina,NA,0.37207649444676094,2x
1130,Twistbody Jersey,2x,0.3599370759258557,2x
1131,Starking,NA,0.4648136916720367,3x
1132,Yellow Delicious,NA,0.3441871043554073,2x
1133,Trembletts Bitter,2x,0.32738523937682423,2x
1134,Royal Jersey,2x,0.38401690610666767,2x
1135,Suislepas Rozabols,NA,0.3191596224555551,2x
1136,Vilberie,3x,0.453157575527842,3x
1137,Seestermuher Zitronenapfel,NA,0.364656381486676,2x
1138,Yellow Arkad,NA,0.311663697357947,2x
1139,Surpasse Frequin,NA,0.48538721049239986,3x
1140,Stafford,NA,0.3750047382585952,2x
1141,Tilsith,2x,0.34878321519275235,2x
1142,Saltcote Pipin,NA,0.37084454721200866,2x
1143,Teint Fraise,2x,0.5082635229900307,3x
1144,Spasserud,2x,0.35409954133656796,2x
1145,Schoner aus Miltenberg,NA,0.3289867707820022,2x
1146,Sharon,NA,0.36863651870664493,2x
1147,Stone Pippin,NA,0.37007694931958607,2x
1148,Teign Harvey,2x,0.3299533755354232,2x
1150,Sipolins,NA,0.36818164588150565,2x
1151,Wainwright,NA,0.33225616921269097,2x
1152,Williams,NA,0.3914749251355142,2x
1153,Sundance,2x,0.35843030969258177,2x
1154,Souvenir de Fernand Cognet,NA,0.3212160266858724,2x
1155,Zoete Ermgaard,2x,0.34742807323452485,2x
1156,White Jersey,2x,0.3325594177627838,2x
1157,Spur Winter Banana,NA,0.3677267730563663,2x
1158,Tasty,NA,0.44688412114779574,3x
1159,Wright,NA,0.3650354421742921,2x
1160,Tydemans Early Worcester,NA,0.3553125355369395,2x
1161,Stroming,NA,0.3403112088245328,2x
1162,Zimnieje Piervoskhodnoie,NA,0.47379742996853796,3x
1163,William Crump,2x,0.36568932186042985,2x
1164,Signe Tillisch,NA,0.4014347447026269,2x
1165,Tom Putt,3x,0.44902581403282665,3x
1167,Yellow Bellflower,NA,0.5624218187331792,3x
1168,Safstaholm,NA,0.33222773966111974,2x
1169,Stembridge Cluster,2x,0.339373033622683,2x
1170,Trebu,NA,0.364419468556916,2x
1171,Wealthy,NA,0.38702096205602515,2x
1172,Uralskoje Nalivnoje,NA,0.3046131685682878,2x
1173,Sharopa,3x,0.4048557674083621,2x
1174,Rubra Precoce Breviglieri,NA,0.30411091315719646,2x
1175,Tioga,NA,0.36989689549296845,2x
1176,Suvorovets,NA,0.33844433493802356,2x
1177,Slocan,NA,0.3385864826958796,2x
1184,Sensacion,NA,0.3864713240589818,2x
1185,San Jacinto,NA,0.3448030779727834,2x
1186,San Juan,NA,0.35568211970736513,2x
1187,Spencer,NA,0.37780031082976384,2x
1189,Worcester Pearmain,NA,0.3631211857018309,2x
1190,Slor,NA,0.48544406959554226,3x
1192,Saivanskaiya(Apple-Tree From Saivan),NA,0.3433057882566999,2x
1193,Royale d'Angleterre,NA,0.5207914787157424,3x
1194,Sylvia,NA,0.3400742958947727,2x
1195,Sunset,NA,0.3106876160873356,2x
1196,Suislepper,NA,0.33366817027406087,2x
1197,Snow,NA,0.369015579394261,2x
1198,Toko,NA,0.33643531329365833,2x
1199,Stahls Prinz,NA,0.4011125431181532,2x
1200,Beautiful Arcade,NA,0.30392138281338843,2x
1205,St. Anna Rode Boskoop,NA,0.4682062848262007,3x
1206,Tayeshnoe,NA,0.33714605208293846,2x
1207,Sweet Caroline,NA,0.38349569766119557,2x
1209,Shawnee,NA,0.3614154126075585,2x
1210,Smokehouse,NA,0.4792559038702096,3x
1211,Tohoku 2,NA,0.5424927030817633,3x
1212,Uljanisceva,NA,0.3680110685720784,2x
1213,Sparreholm,NA,0.3108108108108108,2x
1215,Vogelcalville,NA,0.3481767180925666,2x
1216,Ambrosia,NA,0.35801334293620407,2x
1218,Charlotte,NA,0.35918843106781395,2x
1221,Greensleeves,NA,0.5014878131988931,3x
1222,Greensleeves,NA,0.38216898525453924,2x
1223,Honeycrisp,NA,0.3147625184792085,2x
1224,KAR 28,NA,0.3537015276145711,2x
1226,KAS 47,NA,0.3116447443235662,2x
1227,KAS 67,NA,0.3347105871650051,2x
1228,Macoun,2x,0.29806489518971985,2x
1230,Milwaukee,NA,0.3700864258367765,2x
1232,SweeTango,NA,0.3493423297069861,2x
1233,Ribston,3x,0.4690876009249081,3x
1238,Sinta,NA,0.3197850725901217,2x
1239,Sinta,NA,0.3206379591372579,2x
1240,Balancier,NA,0.47989083052196657,3x
1301,Niedzwetzkyana,2x,0.20110117129752472,2x
1302,Niedzwetzkyana,2x,0.2010064061256207,2x
